        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
       492,     32585,         1,     10000,      0.14,     12.50,         0
       493,     30823,         1,     10000,      1.89,     12.50,         0
       494,     32885,         1,     10000,      0.25,     12.50,         0
       495,     30855,         1,     10000,      1.97,     12.50,         0
       496,     30869,         1,     10000,      1.22,     12.50,         0
       496,     32572,         1,     10000,      0.77,     12.50,         0
       496,     32694,         1,     10000,      0.80,     12.50,         0
       497,     30855,         1,     10000,      1.28,     12.50,         0
       497,     32691,         1,     10000,      0.47,     12.50,         0
       497,     32783,         1,     10000,      2.71,     12.50,         0
       497,     32793,         1,     10000,      2.20,     12.50,         0
       498,     32561,         1,     10000,      0.40,     12.50,         0
       498,     32636,         1,     10000,      0.38,     12.50,         0
       499,     32631,         1,     10000,      0.51,     12.50,         0
       499,     33830,         1,     10000,      0.45,     12.50,         0
       499,     33854,         1,     10000,      0.69,     12.50,         0
       500,     32679,         1,     10000,      0.28,     12.50,         0
       500,     33830,         1,     10000,      0.49,     12.50,         0
       501,     30783,         1,     10000,      0.81,     12.50,         0
       501,     32793,         1,     10000,      1.04,     12.50,         0
       501,     32869,         1,     10000,      1.07,     12.50,         0
       502,     30145,         1,     10000,      0.75,     12.50,         0
       502,     32858,         1,     10000,      0.48,     12.50,         0
       502,     32915,         1,     10000,      0.65,     12.50,         0
       503,     32779,         1,     10000,      1.05,     12.50,         0
       503,     32816,         1,     10000,      1.12,     12.50,         0
       503,     32858,         1,     10000,      1.02,     12.50,         0
       504,     32529,         1,     10000,      4.14,     12.50,         0
       504,     32719,         1,     10000,      2.72,     12.50,         0
       504,     32853,         1,     10000,      2.52,     12.50,         0
       504,     36368,         1,     10000,      3.03,     12.50,         0
       505,     32549,         1,     10000,      0.72,     12.50,         0
       505,     32623,         1,     10000,      0.90,     12.50,         0
       505,     32629,         1,     10000,      0.34,     12.50,         0
       506,     32629,         1,     10000,      0.51,     12.50,         0
       506,     32670,         1,     10000,      0.92,     12.50,         0
       506,     32675,         1,     10000,      0.50,     12.50,         0
       507,     32675,         1,     10000,      0.80,     12.50,         0
       507,     32726,         1,     10000,      0.87,     12.50,         0
       507,     33924,         1,     10000,      1.29,     12.50,         0
       508,     32900,         1,     10000,      1.92,     12.50,         0
       509,     33059,         1,     10000,      2.51,     12.50,         0
       509,     33115,         1,     10000,      1.45,     12.50,         0
       509,     36368,         1,     10000,      2.97,     12.50,         0
       510,     32923,         1,     10000,      0.34,     12.50,         0
       510,     32925,         1,     10000,      0.46,     12.50,         0
       511,     33193,         1,     10000,      0.38,     12.50,         0
       511,     33241,         1,     10000,      0.27,     12.50,         0
       511,     33250,         1,     10000,      0.25,     12.50,         0
       512,     32975,         1,     10000,      0.52,     12.50,         0
       512,     33026,         1,     10000,      0.82,     12.50,         0
       512,     33035,         1,     10000,      0.22,     12.50,         0
       512,     33083,         1,     10000,      1.54,     12.50,         0
       513,     32984,         1,     10000,      0.80,     12.50,         0
       513,     33035,         1,     10000,      0.41,     12.50,         0
       514,     32934,         1,     10000,      0.36,     12.50,         0
       514,     32936,         1,     10000,      0.28,     12.50,         0
       515,     32995,         1,     10000,      0.79,     12.50,         0
       516,     33971,         1,     10000,      1.86,     12.50,         0
       517,     32950,         1,     10000,      0.80,     12.50,         0
       517,     32992,         1,     10000,      1.19,     12.50,         0
       517,     34534,         1,     10000,      0.30,     12.50,         0
       518,     32881,         1,     10000,      0.74,     12.50,         0
       518,     32936,         1,     10000,      0.57,     12.50,         0
       518,     33978,         1,     10000,      0.48,     12.50,         0
       519,     33173,         1,     10000,      2.13,     12.50,         0
       519,     33225,         1,     10000,      2.24,     12.50,         0
       520,     33266,         1,     10000,      1.06,     12.50,         0
       520,     33299,         1,     10000,      1.29,     12.50,         0
